# ENG-BREP design lane -- archived probe output
#
# probe_rungs.py, DEFAULT engine selection: which S2.5 rung each emitted quantifier took.
#
date:        2026-08-16T00:52:28Z
repo commit: 19f5c120258729fab816704dfda8848e0ea28780  (branch eng-brep)
gcc:         gcc (Ubuntu 15.2.0-16ubuntu1) 15.2.0
python:      Python 3.14.4
host:        Linux 7.0.0-29-generic, 12 cores
#
# EVIDENCE, NEVER AN ORACLE: no check reads this file.
#
pattern	engine	label	rung	detail
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,2}(){2,3}){1,2}){2,3}	vm	L375	frames-bounded	frames rung, bounded {2,3}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L0	frames-bounded	frames rung, bounded {2,3}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L3	frames-bounded	frames rung, bounded {1,2}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L3	frames-bounded	frames rung, bounded {0,4}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L7	frames-unbounded	frames rung, unbounded {1,}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L11	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L12	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L13	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L25	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L26	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L27	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L36	frames-unbounded	frames rung, unbounded {1,}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L40	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L41	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L42	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L54	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L55	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L56	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L65	frames-unbounded	frames rung, unbounded {1,}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L69	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L70	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L71	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L83	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L84	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L85	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L94	frames-unbounded	frames rung, unbounded {1,}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L98	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L99	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L100	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L112	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L113	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L114	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L6	frames-bounded	frames rung, bounded {2,3}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L134	frames-bounded	frames rung, bounded {0,4}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L138	frames-unbounded	frames rung, unbounded {1,}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L142	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L143	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L144	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L156	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L157	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L158	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L167	frames-unbounded	frames rung, unbounded {1,}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L171	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L172	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L173	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L185	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L186	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L187	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L196	frames-unbounded	frames rung, unbounded {1,}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L200	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L201	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L202	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L214	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L215	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L216	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L225	frames-unbounded	frames rung, unbounded {1,}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L229	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L230	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L231	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L243	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L244	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L245	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L137	frames-bounded	frames rung, bounded {2,3}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L266	frames-bounded	frames rung, bounded {1,2}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L266	frames-bounded	frames rung, bounded {0,4}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L270	frames-unbounded	frames rung, unbounded {1,}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L274	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L275	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L276	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L288	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L289	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L290	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L299	frames-unbounded	frames rung, unbounded {1,}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L303	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L304	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L305	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L317	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L318	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L319	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L328	frames-unbounded	frames rung, unbounded {1,}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L332	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L333	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L334	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L346	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L347	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L348	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L357	frames-unbounded	frames rung, unbounded {1,}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L361	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L362	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L363	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L375	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L376	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L377	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L269	frames-bounded	frames rung, bounded {2,3}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L397	frames-bounded	frames rung, bounded {0,4}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L401	frames-unbounded	frames rung, unbounded {1,}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L405	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L406	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L407	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L419	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L420	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L421	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L430	frames-unbounded	frames rung, unbounded {1,}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L434	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L435	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L436	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L448	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L449	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L450	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L459	frames-unbounded	frames rung, unbounded {1,}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L463	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L464	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L465	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L477	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L478	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L479	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L488	frames-unbounded	frames rung, unbounded {1,}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L492	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L493	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L494	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L506	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L507	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L508	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L400	frames-bounded	frames rung, bounded {2,3}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L531	frames-bounded	frames rung, bounded {1,2}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L531	frames-bounded	frames rung, bounded {0,4}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L535	frames-unbounded	frames rung, unbounded {1,}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L539	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L540	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L541	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L553	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L554	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L555	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L564	frames-unbounded	frames rung, unbounded {1,}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L568	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L569	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L570	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L582	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L583	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L584	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L593	frames-unbounded	frames rung, unbounded {1,}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L597	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L598	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L599	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L611	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L612	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L613	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L622	frames-unbounded	frames rung, unbounded {1,}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L626	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L627	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L628	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L640	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L641	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L642	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L534	frames-bounded	frames rung, bounded {2,3}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,4}(){2,3}){1,2}){2,3}	vm	L662	frames-bounded	frames rung, bounded {0,4}, greedy
