C0040	^(a(?1)?\Kb)$	/home/duxevents/pcrec/worktrees/artsize3/tests/recursion/kreset.rxt
C0041	(?<>a)	/home/duxevents/pcrec/worktrees/artsize3/tests/named_groups/d27/name_syntax.rxt
C0042	(?m)a\Z	/home/duxevents/pcrec/worktrees/artsize3/tests/assertions/multiline.rxt
C0043	a\Z	/home/duxevents/pcrec/worktrees/artsize3/tests/assertions/d27/anchors_abs.rxt
C0044	(?<g>a|b)(?&g)	/home/duxevents/pcrec/worktrees/artsize3/tests/recursion/spellings.rxt
C0045	(?*a	/home/duxevents/pcrec/worktrees/artsize3/tests/lookaround/refused.rxt
C0046	z(?=a)	/home/duxevents/pcrec/worktrees/artsize3/tests/lookaround/d27/matrix.rxt
C0047	[a-z]*=	/home/duxevents/pcrec/worktrees/artsize3/tests/base/eol_scan_avoidance.rxt
C0048	x(?:$|[^\n])*	/home/duxevents/pcrec/worktrees/artsize3/tests/base/eol_scan_avoidance.rxt
C0049	a(?!b)|ab	/home/duxevents/pcrec/worktrees/artsize3/tests/lookaround/prefilter.rxt
C0050	(?i)(?(DEFINE)(?<w>a))^(?&w)$	/home/duxevents/pcrec/worktrees/artsize3/tests/recursion/define.rxt
C0051	\Ax	/home/duxevents/pcrec/worktrees/artsize3/tests/assertions/d27/gating.rxt
C0052	(?m)^[^c]*	/home/duxevents/pcrec/worktrees/artsize3/tests/assertions/multiline.rxt
C0053	(?<*(a))a	/home/duxevents/pcrec/worktrees/artsize3/tests/lookaround/nonatomic_behind.rxt
C0054	(*nanlb:a)b	/home/duxevents/pcrec/worktrees/artsize3/tests/lookaround/d27/refusals.rxt
C0055	^(?i:(a))\1$	/home/duxevents/pcrec/worktrees/artsize3/tests/backrefs/caseless.rxt
C0056	a\Kb	/home/duxevents/pcrec/worktrees/artsize3/tests/assertions/d27/kreset.rxt
C0057	a$	/home/duxevents/pcrec/worktrees/artsize3/tests/assertions/d27/anchors_abs.rxt
C0058	\B*?	/home/duxevents/pcrec/worktrees/artsize3/tests/assertions/d27/syntax_errors.rxt
C0059	a{2,2}c	/home/duxevents/pcrec/worktrees/artsize3/tests/possessify/possessify.rxt
C0060	(foo\b)	/home/duxevents/pcrec/worktrees/artsize3/tests/assertions/wordb_vm.rxt
C0061	(?U)a+	/home/duxevents/pcrec/worktrees/artsize3/tests/modifiers/letters.rxt
C0062	^(?J)(?:(?<a>x)|q)(?<a>y)(?P>a)$	/home/duxevents/pcrec/worktrees/artsize3/tests/recursion/dupnames.rxt
C0063	(?>(?<*abc)z)	/home/duxevents/pcrec/worktrees/artsize3/tests/lookaround/d27/matrix.rxt
C0064	(?:foo|foobar)+	/home/duxevents/pcrec/worktrees/artsize3/tests/base/alternation_trie.rxt
C0065	(a)(?<=\1)x	/home/duxevents/pcrec/worktrees/artsize3/tests/lookaround/d27/refusals.rxt
C0066	((a)(b))c	/home/duxevents/pcrec/worktrees/artsize3/tests/captures/structure_anchors_misc.rxt
C0067	(?:(?:b{0,2}|[a-c]){0,2})*	/home/duxevents/pcrec/worktrees/artsize3/tests/base/k18_split_shapes.rxt
C0068	(a(b)c)	/home/duxevents/pcrec/worktrees/artsize3/tests/base/groups.rxt
C0069	^(?:(?<h>cd)){0}(?:(?<g>(?&h)e)){0}cde(?<=(?&g))$	/home/duxevents/pcrec/worktrees/artsize3/tests/recursion/inlookaround.rxt
C0070	(?>cat|category)	/home/duxevents/pcrec/worktrees/artsize3/tests/atomic_groups/d27/atomic_basic.rxt
C0071	(?:(x)){0}a\g<1>b	/home/duxevents/pcrec/worktrees/artsize3/tests/recursion/prefilter.rxt
C0072	[a-z].*|q$	/home/duxevents/pcrec/worktrees/artsize3/tests/base/eol_scan_avoidance.rxt
C0073	(?:(?*(a))z|w)	/home/duxevents/pcrec/worktrees/artsize3/tests/lookaround/d27/matrix.rxt
C0074	((a)|ab){0,2047}c	/home/duxevents/pcrec/worktrees/artsize3/tests/counterk/counterk.rxt
C0075	((?:a|){0,4}c)	/home/duxevents/pcrec/worktrees/artsize3/tests/possessify/possessify.rxt
C0076	\Gfoo|bar	/home/duxevents/pcrec/worktrees/artsize3/tests/assertions/gpos.rxt
C0077	(?(DEFINE)(?<g>a\z))x(?&g)	/home/duxevents/pcrec/worktrees/artsize3/tests/recursion/d27/sr_interactions.rxt
C0078	z(?<!(a))	/home/duxevents/pcrec/worktrees/artsize3/tests/lookaround/d27/matrix.rxt
C0079	(?<nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn>a)	/home/duxevents/pcrec/worktrees/artsize3/tests/named_groups/d27/name_syntax.rxt
C0080	\B\B	/home/duxevents/pcrec/worktrees/artsize3/tests/assertions/wordb_empty_compose.rxt
C0081	(a)y(?=\1)z	/home/duxevents/pcrec/worktrees/artsize3/tests/lookaround/d27/matrix.rxt
C0082	((a)|b)+a	/home/duxevents/pcrec/worktrees/artsize3/tests/rungselect/rungselect.rxt
C0083	^(?<n>a)\k<n>$	/home/duxevents/pcrec/worktrees/artsize3/tests/backrefs/spellings.rxt
C0084	a(?J)(?<g>x)(?<g>y)	/home/duxevents/pcrec/worktrees/artsize3/tests/modifiers/malformed_and_gate.rxt
C0085	z(a){1,3}?c?	/home/duxevents/pcrec/worktrees/artsize3/tests/base/possess_lazy_guard.rxt
C0086	a*b$	/home/duxevents/pcrec/worktrees/artsize3/tests/base/eol_engine.rxt
C0087	[^c]{1,3}\z	/home/duxevents/pcrec/worktrees/artsize3/tests/assertions/gate.rxt
C0088	(?P<1n>a)	/home/duxevents/pcrec/worktrees/artsize3/tests/named_groups/d27/name_syntax.rxt
C0089	a{2,3}+	/home/duxevents/pcrec/worktrees/artsize3/tests/atomic_groups/d27/gating.rxt
C0090	(?>a)*	/home/duxevents/pcrec/worktrees/artsize3/tests/atomic_groups/atomic_quant.rxt
C0091	a{2,}?b	/home/duxevents/pcrec/worktrees/artsize3/tests/base/d27_forms.rxt
C0092	a[\18]b	/home/duxevents/pcrec/worktrees/artsize3/tests/base/class_escape_fallbacks.rxt
C0093	za{0,4}\z	/home/duxevents/pcrec/worktrees/artsize3/tests/assertions/gate.rxt
C0094	(?<na me>a)	/home/duxevents/pcrec/worktrees/artsize3/tests/named_groups/d27/name_syntax.rxt
C0095	a{0}	/home/duxevents/pcrec/worktrees/artsize3/tests/base/empty_matches.rxt
C0096	x\K	/home/duxevents/pcrec/worktrees/artsize3/tests/assertions/d27/gating.rxt
C0097	abc|ab|a	/home/duxevents/pcrec/worktrees/artsize3/tests/base/alternation_trie.rxt
C0098	a{,}	/home/duxevents/pcrec/worktrees/artsize3/tests/base/syntax_errors.rxt
C0099	(?>a*)*b	/home/duxevents/pcrec/worktrees/artsize3/tests/atomic_groups/atomic_quant.rxt
C0100	(?<n>\G)*	/home/duxevents/pcrec/worktrees/artsize3/tests/assertions/gpos.rxt
C0101	(*positive_lookahead:a\K)b	/home/duxevents/pcrec/worktrees/artsize3/tests/lookaround/alpha_spellings.rxt
C0102	(?>(?<=a(?!b))z)	/home/duxevents/pcrec/worktrees/artsize3/tests/lookaround/d27/matrix.rxt
C0103	(?x)[a- ]	/home/duxevents/pcrec/worktrees/artsize3/tests/modifiers/xxmode.rxt
C0104	(?P<name>a)(?P<NAME>b)	/home/duxevents/pcrec/worktrees/artsize3/tests/named_groups/named_groups.rxt
C0105	a{1,2000}	/home/duxevents/pcrec/worktrees/artsize3/tests/base/d27_large_counts.rxt
C0106	^[\400]$	/home/duxevents/pcrec/worktrees/artsize3/tests/backrefs/octal_class.rxt
C0107	((a)|ab){0,7}c	/home/duxevents/pcrec/worktrees/artsize3/tests/counterk/counterk.rxt
C0108	z(?<*a)	/home/duxevents/pcrec/worktrees/artsize3/tests/lookaround/d27/matrix.rxt
C0109	^(?=a)*a$	/home/duxevents/pcrec/worktrees/artsize3/tests/lookaround/d27/spellings.rxt
C0110	a{65536}+	/home/duxevents/pcrec/worktrees/artsize3/tests/atomic_groups/d27/syntax_errors.rxt
C0111	\Gcat\Kdog	/home/duxevents/pcrec/worktrees/artsize3/tests/assertions/d27/composition.rxt
C0112	(?>a|ab)c	/home/duxevents/pcrec/worktrees/artsize3/tests/atomic_groups/d27/atomic_basic.rxt
C0113	((a)|ab){0,15}c	/home/duxevents/pcrec/worktrees/artsize3/tests/counterk/counterk.rxt
C0114	(?J)^(?:(?<a>x)|(?<a>y))\k{a}$	/home/duxevents/pcrec/worktrees/artsize3/tests/backrefs/dupnames.rxt
C0115	a{,2}+b	/home/duxevents/pcrec/worktrees/artsize3/tests/atomic_groups/possessive.rxt
C0116	a*\K	/home/duxevents/pcrec/worktrees/artsize3/tests/assertions/kreset.rxt
C0117	a{,3}	/home/duxevents/pcrec/worktrees/artsize3/tests/base/fuzz_regressions.rxt
C0118	[\8]	/home/duxevents/pcrec/worktrees/artsize3/tests/backrefs/d27/octal.rxt
C0119	^(?J)(?:(?<a>x)|q)(?<a>y)\g'a'$	/home/duxevents/pcrec/worktrees/artsize3/tests/recursion/dupnames.rxt
C0120	(?!(?1))(a\Kb)c	/home/duxevents/pcrec/worktrees/artsize3/tests/recursion/kreset.rxt
C0121	((?:ab|a){0,4}b)	/home/duxevents/pcrec/worktrees/artsize3/tests/possessify/possessify.rxt
C0122	a++b	/home/duxevents/pcrec/worktrees/artsize3/tests/atomic_groups/possessive.rxt
C0123	(?<=a(?!b))x	/home/duxevents/pcrec/worktrees/artsize3/tests/lookaround/lookbehind.rxt
C0124	a(?!)b	/home/duxevents/pcrec/worktrees/artsize3/tests/lookaround/d27/spellings.rxt
C0125	((?<!a)z)	/home/duxevents/pcrec/worktrees/artsize3/tests/lookaround/d27/matrix.rxt
C0126	a{ ,}	/home/duxevents/pcrec/worktrees/artsize3/tests/base/syntax_errors.rxt
C0127	[^]]	/home/duxevents/pcrec/worktrees/artsize3/tests/base/classes.rxt
C0128	(?:a|ab)++	/home/duxevents/pcrec/worktrees/artsize3/tests/atomic_groups/d27/possessive_spellings.rxt
C0129	^(a)(b\1)(?2)$	/home/duxevents/pcrec/worktrees/artsize3/tests/recursion/d27/sr_captures.rxt
C0130	\zx	/home/duxevents/pcrec/worktrees/artsize3/tests/assertions/d27/gating.rxt
C0131	(?!(a)x)ab	/home/duxevents/pcrec/worktrees/artsize3/tests/lookaround/captures.rxt
C0132	(a[bc]d)	/home/duxevents/pcrec/worktrees/artsize3/tests/captures/classes_trie_bounded.rxt
C0133	(?:(a|bb)x)+\1y	/home/duxevents/pcrec/worktrees/artsize3/tests/backrefs/nested.rxt
C0134	(?<=\Ka)x	/home/duxevents/pcrec/worktrees/artsize3/tests/lookaround/d27/refusals.rxt
C0135	[\0-\7]	/home/duxevents/pcrec/worktrees/artsize3/tests/base/class_escape_fallbacks.rxt
C0136	^(?<w>a)(?P>nope)$	/home/duxevents/pcrec/worktrees/artsize3/tests/recursion/d27/sr_refusals.rxt
C0137	(a|(?1)a)	/home/duxevents/pcrec/worktrees/artsize3/tests/known_fail/k34_leftrec_giveup.rxt
C0138	(?:(?:a+|[^a]{0,2}?){0,2})*	/home/duxevents/pcrec/worktrees/artsize3/tests/base/k18_split_shapes.rxt
C0139	a.b	/home/duxevents/pcrec/worktrees/artsize3/tests/modifiers/letters.rxt
C0140	(?*a)*z	/home/duxevents/pcrec/worktrees/artsize3/tests/lookaround/d27/matrix.rxt
C0141	^(a)\g{-1}$	/home/duxevents/pcrec/worktrees/artsize3/tests/backrefs/gated.rxt
C0142	y(?=)z	/home/duxevents/pcrec/worktrees/artsize3/tests/lookaround/d27/matrix.rxt
C0143	(?>(a)x|ab)y	/home/duxevents/pcrec/worktrees/artsize3/tests/atomic_groups/atomic_caps.rxt
C0144	^(a|b)\1$	/home/duxevents/pcrec/worktrees/artsize3/tests/recursion/d27/sr_spellings.rxt
C0145	(?*(?=a)a)ab	/home/duxevents/pcrec/worktrees/artsize3/tests/lookaround/nonatomic_ahead.rxt
C0146	^(?<n>a)\k{ n }$	/home/duxevents/pcrec/worktrees/artsize3/tests/backrefs/spellings.rxt
C0147	((a)|b){1,3}?c	/home/duxevents/pcrec/worktrees/artsize3/tests/rungselect/rungselect.rxt
C0148	(?:a|aa)++b	/home/duxevents/pcrec/worktrees/artsize3/tests/atomic_groups/possessive.rxt
C0149	((a)|bc){9,20}d	/home/duxevents/pcrec/worktrees/artsize3/tests/counterk/counterk.rxt
C0150	(x)?a{0,4}\G	/home/duxevents/pcrec/worktrees/artsize3/tests/assertions/gpos.rxt
C0151	a{0,4}c\z	/home/duxevents/pcrec/worktrees/artsize3/tests/assertions/gate.rxt
C0152	(?=a)b	/home/duxevents/pcrec/worktrees/artsize3/tests/lookaround/gated.rxt
C0153	(?:(?:a|b*?)?)*	/home/duxevents/pcrec/worktrees/artsize3/tests/base/k18_empty_exit_through_seen_eps.rxt
C0154	(?*a\K)x	/home/duxevents/pcrec/worktrees/artsize3/tests/lookaround/refused.rxt
C0155	(x)(y)?(z)	/home/duxevents/pcrec/worktrees/artsize3/tests/captures/basic.rxt
C0156	^(a\g<00>?b)$	/home/duxevents/pcrec/worktrees/artsize3/tests/recursion/leadingzero.rxt
C0157	^(?(DEFINE)(?<g>a|ab))(?>(?&g))c$	/home/duxevents/pcrec/worktrees/artsize3/tests/recursion/d27/sr_atomicity.rxt
C0158	(?P<rep>a)+	/home/duxevents/pcrec/worktrees/artsize3/tests/named_groups/named_groups.rxt
C0159	((?<=ab|cd)z)	/home/duxevents/pcrec/worktrees/artsize3/tests/lookaround/d27/matrix.rxt
C0160	(?>a|ab)	/home/duxevents/pcrec/worktrees/artsize3/tests/atomic_groups/d27/atomic_basic.rxt
C0161	(?<![ab])*z	/home/duxevents/pcrec/worktrees/artsize3/tests/lookaround/d27/matrix.rxt
C0162	((?:b*|a)?)*	/home/duxevents/pcrec/worktrees/artsize3/tests/base/k18_arm_order.rxt
C0163	(?*x)a	/home/duxevents/pcrec/worktrees/artsize3/tests/lookaround/nonatomic_ahead.rxt
C0164	a{1,3}?	/home/duxevents/pcrec/worktrees/artsize3/tests/possessify/possessify.rxt
C0165	x(?=(?1))(a\Kb)	/home/duxevents/pcrec/worktrees/artsize3/tests/recursion/kreset.rxt
C0166	y(?*)z	/home/duxevents/pcrec/worktrees/artsize3/tests/lookaround/d27/matrix.rxt
C0167	(?>(?*(a))z)	/home/duxevents/pcrec/worktrees/artsize3/tests/lookaround/d27/matrix.rxt
C0168	^(?:(a|b)x)++\1$	/home/duxevents/pcrec/worktrees/artsize3/tests/backrefs/selfref.rxt
C0169	ab(?=c)	/home/duxevents/pcrec/worktrees/artsize3/tests/lookaround/lookahead.rxt
C0170	(a\K)*b	/home/duxevents/pcrec/worktrees/artsize3/tests/assertions/kreset.rxt
C0171	(a(?R)?b)	/home/duxevents/pcrec/worktrees/artsize3/tests/recursion/d27/sr_root.rxt
C0172	(cat|car|cart)s	/home/duxevents/pcrec/worktrees/artsize3/tests/base/alternation_trie.rxt
C0173	(a$){1,3}	/home/duxevents/pcrec/worktrees/artsize3/tests/base/d27_edge.rxt
C0174	a|^b	/home/duxevents/pcrec/worktrees/artsize3/tests/assertions/multiline.rxt
C0175	(?=a\K)x	/home/duxevents/pcrec/worktrees/artsize3/tests/lookaround/refused.rxt
C0176	(?:(?:[^a]{0,2}|a+){0,2})*	/home/duxevents/pcrec/worktrees/artsize3/tests/base/k18_split_shapes.rxt
C0177	^(a*)\1*$	/home/duxevents/pcrec/worktrees/artsize3/tests/backrefs/numeric.rxt
C0178	y(?<=a|bc)z	/home/duxevents/pcrec/worktrees/artsize3/tests/lookaround/d27/matrix.rxt
C0179	(?:\G)a	/home/duxevents/pcrec/worktrees/artsize3/tests/assertions/gpos.rxt
C0180	((?<=a|bc)z)	/home/duxevents/pcrec/worktrees/artsize3/tests/lookaround/d27/matrix.rxt
C0181	^((a)(b))(?-3)$	/home/duxevents/pcrec/worktrees/artsize3/tests/recursion/d27/sr_spellings.rxt
C0182	a{99999999999999999999}	/home/duxevents/pcrec/worktrees/artsize3/tests/base/syntax_errors.rxt
C0183	(?<!ab|cd)*z	/home/duxevents/pcrec/worktrees/artsize3/tests/lookaround/d27/matrix.rxt
C0184	(?=a)*a	/home/duxevents/pcrec/worktrees/artsize3/tests/lookaround/quantified.rxt
C0185	(?:(?<w>x)){0}a(?&w)b	/home/duxevents/pcrec/worktrees/artsize3/tests/recursion/prefilter.rxt
C0186	(?:a|b)+	/home/duxevents/pcrec/worktrees/artsize3/tests/base/groups.rxt
C0187	(?:(?:[^a]*|[a-c]){0,2})*	/home/duxevents/pcrec/worktrees/artsize3/tests/base/k18_split_shapes.rxt
C0188	^(?:(?<p>(?&q)a)){0}(?:(?<q>(?&p)b)){0}(?&p)$	/home/duxevents/pcrec/worktrees/artsize3/tests/recursion/leftrec.rxt
C0189	b\Z	/home/duxevents/pcrec/worktrees/artsize3/tests/assertions/absolute.rxt
C0190	(?:(?<!(a))z|w)	/home/duxevents/pcrec/worktrees/artsize3/tests/lookaround/d27/matrix.rxt
C0191	(?<=[ab])z	/home/duxevents/pcrec/worktrees/artsize3/tests/lookaround/d27/matrix.rxt
C0192	a\Z	/home/duxevents/pcrec/worktrees/artsize3/tests/assertions/absolute.rxt
C0193	\Aa*\z	/home/duxevents/pcrec/worktrees/artsize3/tests/assertions/absolute.rxt
C0194	(?<=(a|bc))x	/home/duxevents/pcrec/worktrees/artsize3/tests/lookaround/d27/refusals.rxt
C0195	(?:(?:[a-c]|.*?){0,2})+	/home/duxevents/pcrec/worktrees/artsize3/tests/base/k18_split_shapes.rxt
C0196	()a	/home/duxevents/pcrec/worktrees/artsize3/tests/mrl/03_zerowidth.rxt
C0197	(?<!a|bc)*z	/home/duxevents/pcrec/worktrees/artsize3/tests/lookaround/d27/matrix.rxt
C0198	y(?![ab])z	/home/duxevents/pcrec/worktrees/artsize3/tests/lookaround/d27/matrix.rxt
C0199	^(?(DEFINE)(?<g>ab))(?(DEFINE)(?<h>cde))abcde(?<=(?&g)|(?&h))$	/home/duxevents/pcrec/worktrees/artsize3/tests/recursion/d27/sr_interactions.rxt
